"municipio";"populacao"
"290440 Brejolândia";10232
"290450 Brotas de Macaúbas";11466
"290460 Brumado";66448
"290470 Buerarema";18566
"290475 Buritirama";20626
"290480 Caatiba";8204
"290485 Cabaceiras do Paraguaçu";18252
"290490 Cachoeira";32956
"290500 Caculé";22530
"290510 Caém";10031
"290515 Caetanos";14192
"290520 Caetité";50401
"290530 Cafarnaum";18027
"290540 Cairu";16836
"290550 Caldeirão Grande";12986
"290560 Camacan";31891
"290570 Camaçari";271560
"290580 Camamu";34965
"290590 Campo Alegre de Lourdes";28687
"290600 Campo Formoso";69710
"290610 Canápolis";9755
"290620 Canarana";25375
"290630 Canavieiras";32132
"290640 Candeal";8666
"290650 Candeias";85042
"290660 Candiba";14057
"290670 Cândido Sales";25919
"290680 Cansanção";34575
"290682 Canudos";16222
"290685 Capela do Alto Alegre";11749
"290687 Capim Grosso";29585
"290689 Caraíbas";9747
"290690 Caravelas";21608
"290700 Cardeal da Silva";9020
"290710 Carinhanha";28748
"290720 Casa Nova";68897
"290730 Castro Alves";25981
"290740 Catolândia";3463
"290750 Catu";53284
"290755 Caturama";9393
"290760 Central";17193
"290770 Chorrochó";11057
"290780 Cícero Dantas";32185
"290790 Cipó";17023
"290800 Coaraci";19361
"290810 Cocos";18617
"290820 Conceição da Feira";21617
"290830 Conceição do Almeida";17683
"290840 Conceição do Coité";64467
"290850 Conceição do Jacuípe";31846
"290860 Conde";24784
"290870 Condeúba";17614
"290880 Contendas do Sincorá";4173
"290890 Coração de Maria";23188
"290900 Cordeiros";8467
"290910 Coribe";14429
"290920 Coronel João Sá";16836
"290930 Correntina";31849
"290940 Cotegipe";13853
"290950 Cravolândia";5345
"290960 Crisópolis";20783
"290970 Cristópolis";13717
"290980 Cruz das Almas";61363
"290990 Curaçá";33703
"291000 Dário Meira";11709
"291005 Dias d'Ávila";73931
"291010 Dom Basílio";11978
"291020 Dom Macedo Costa";4020
"291030 Elísio Medrado";8104
"291040 Encruzilhada";19995
"291050 Entre Rios";41136
"290050 Érico Cardoso";10876
"291060 Esplanada";35424
"291070 Euclides da Cunha";59136
"291072 Eunápolis";107963
"291075 Fátima";18134
"291077 Feira da Mata";5687
"291080 Feira de Santana";589596
"291085 Filadélfia";16550
"291090 Firmino Alves";5551
"291100 Floresta Azul";10917
"291110 Formosa do Rio Preto";24168
"291120 Gandu";31377
"291125 Gavião";4587
"291130 Gentio do Ouro";11093
"291140 Glória";15155
"291150 Gongogi";7883
"291160 Governador Mangabeira";20506
"291165 Guajeru";8483
"291170 Guanambi";82096
"291180 Guaratinga";21601
"291185 Heliópolis";13262
"291190 Iaçu";25281
"291200 Ibiassucê";10250
"291210 Ibicaraí";23346
"291220 Ibicoara";18428
"291230 Ibicuí";16021
"291240 Ibipeba";17634
"291250 Ibipitanga";14664
"291260 Ibiquera";4037
"291270 Ibirapitanga";23217
"291280 Ibirapuã";8354
"291290 Ibirataia";17598
"291300 Ibitiara";15998
"291310 Ibititá";17297
"291320 Ibotirama";26517
"291330 Ichu";6139
"291340 Igaporã";15586
"291345 Igrapiúna";13944
"291350 Iguaí";26669
"291360 Ilhéus";175156
"291370 Inhambupe";37754
"291380 Ipecaetá";15195
"291390 Ipiaú";45614
"291400 Ipirá";60454
"291410 Ipupiara";9624
"291420 Irajuba";7167
"291430 Iramaia";10353
"291440 Iraquara";23819
"291450 Irará";28297
"291460 Irecê";70004
"291465 Itabela";29715
"291470 Itaberaba";63654
"291480 Itabuna";210758
"291490 Itacaré";26230
"291500 Itaeté";15762
"291510 Itagi";12927
"291520 Itagibá";15256
"291530 Itagimirim";7101
"291535 Itaguaçu da Bahia";13825
"291540 Itaju do Colônia";7137
"291550 Itajuípe";20985
"291560 Itamaraju";64659
"291570 Itamari";8208
"291580 Itambé";24620
"291590 Itanagra";6463
"291600 Itanhém";19881
"291610 Itaparica";21646
"291620 Itapé";10023
"291630 Itapebi";10494
"291640 Itapetinga";72694
"291650 Itapicuru";33941
"291660 Itapitanga";10392
"291670 Itaquara";8163
"291680 Itarantim";19230
"291685 Itatim";14209
"291690 Itiruçu";12829
"291700 Itiúba";35953
"291710 Itororó";20348
"291720 Ituaçu";18594
"291730 Ituberá";27866
"291733 Iuiú";10872
"291735 Jaborandi";8953
"291740 Jacaraci";14802
"291750 Jacobina";79886
"291760 Jaguaquara";53089
"291770 Jaguarari";32627
"291780 Jaguaripe";17766
"291790 Jandaíra";10619
"291800 Jequié";155115
"291810 Jeremoabo";39453
"291820 Jiquiriçá";14433
"291830 Jitaúna";13073
"291835 João Dourado";24048
"291840 Juazeiro";208939
"291845 Jucuruçu";9866
"291850 Jussara";15402
"291855 Jussari";6183
"291860 Jussiape";7305
"291870 Lafaiete Coutinho";3889
"291875 Lagoa Real";15101
"291880 Laje";22819
"291890 Lajedão";3849
"291900 Lajedinho";3911
"291905 Lajedo do Tabocal";8481
"291910 Lamarão";8934
"291915 Lapão";26949
"291920 Lauro de Freitas";181393
"291930 Lençóis";10926
"291940 Licínio de Almeida";12475
"291950 Livramento de Nossa Senhora";43977
"291955 Luís Eduardo Magalhães";73418
"291960 Macajuba";11429
"291970 Macarani";17930
"291980 Macaúbas";48034
"291990 Macururé";8018
"291992 Madre de Deus";19282
"291995 Maetinga";5280
"292000 Maiquinique";9614
"292010 Mairi";19068
"292020 Malhada";16764
"292030 Malhada de Pedras";8578
"292040 Manoel Vitorino";14047
"292045 Mansidão";13152
"292050 Maracás";23188
"292060 Maragogipe";44060
"292070 Maraú";20311
"292080 Marcionílio Souza";10545
"292090 Mascote";14380
"292100 Mata de São João";43683
"292105 Matina";11770
"292110 Medeiros Neto";22543
"292120 Miguel Calmon";26715
"292130 Milagres";11253
"292140 Mirangaba";17611
"292145 Mirante";9674
"292150 Monte Santo";50166
"292160 Morpará";8637
"292170 Morro do Chapéu";35267
"292180 Mortugaba";11984
"292190 Mucugê";9986
"292200 Mucuri";39062
"292205 Mulungu do Morro";12039
"292210 Mundo Novo";25746
"292220 Muniz Ferreira";7308
"292225 Muquém de São Francisco";10994
"292230 Muritiba";29341
"292240 Mutuípe";21895
"292250 Nazaré";28149
"292260 Nilo Peçanha";13568
"292265 Nordestina";12951
"292270 Nova Canaã";16408
"292273 Nova Fátima";7761
"292275 Nova Ibiá";6792
"292280 Nova Itarana";7948
"292285 Nova Redenção";9097
"292290 Nova Soure";26674
"292300 Nova Viçosa";41204
"292303 Novo Horizonte";11651
"292305 Novo Triunfo";15425
"292310 Olindina";27832
"292320 Oliveira dos Brejinhos";21899
"292330 Ouriçangas";8534
"292335 Ourolândia";17132
"292340 Palmas de Monte Alto";21506
"292350 Palmeiras";8731
"292360 Paramirim";21146
"292370 Paratinga";31252
"292380 Paripiranga";28622
"292390 Pau Brasil";10596
"292400 Paulo Afonso";113870
"292405 Pé de Serra";13697
"292410 Pedrão";7099
"292420 Pedro Alexandre";16585
"292430 Piatã";17865
"292440 Pilão Arcado";34371
"292450 Pindaí";16131
"292460 Pindobaçu";20430
"292465 Pintadas";10668
"292467 Piraí do Norte";9948
"292470 Piripá";11951
"292480 Piritiba";23643
"292490 Planaltino";9066
"292500 Planalto";25394
"292510 Poções";46827
"292520 Pojuca";37105
"292525 Ponto Novo";15415
"292530 Porto Seguro";138174
"292540 Potiraguá";8871
"292550 Prado";28065
"292560 Presidente Dutra";15033
"292570 Presidente Jânio Quadros";13184
"292575 Presidente Tancredo Neves";26205
"292580 Queimadas";25470
"292590 Quijingue";27331
"292593 Quixabeira";9066
"292595 Rafael Jambeiro";22563
"292600 Remanso";40144
"292610 Retirolândia";13875
"292620 Riachão das Neves";22363
"292630 Riachão do Jacuípe";33267
"292640 Riacho de Santana";34497
"292650 Ribeira do Amparo";14481
"292660 Ribeira do Pombal";53015
"292665 Ribeirão do Largo";8320
"292670 Rio de Contas";13290
"292680 Rio do Antônio";14958
"292690 Rio do Pires";11608
"292700 Rio Real";39424
"292710 Rodelas";8732
"292720 Ruy Barbosa";30579
"292730 Salinas da Margarida";14628
"292740 Salvador";2795802
"292750 Santa Bárbara";20299
"292760 Santa Brígida";15025
"292770 Santa Cruz Cabrália";27010
"292780 Santa Cruz da Vitória";6518
"292790 Santa Inês";10761
"292805 Santa Luzia";13383
"292810 Santa Maria da Vitória";40227
"292840 Santa Rita de Cássia";27587
"292850 Santa Teresinha";10093
"292800 Santaluz";36378
"292820 Santana";26125
"292830 Santanópolis";8826
"292860 Santo Amaro";59740
"292870 Santo Antônio de Jesus";96882
"292880 Santo Estêvão";50615
"292890 São Desidério";30944
"292895 São Domingos";8978
"292910 São Felipe";21045
"292900 São Félix";14621
"292905 São Félix do Coribe";14976
"292920 São Francisco do Conde";37440
"292925 São Gabriel";18814
"292930 São Gonçalo dos Campos";35456
"292935 São José da Vitória";5921
"292937 São José do Jacuípe";10229
"292940 São Miguel das Matas";11517
"292950 São Sebastião do Passé";43607
"292960 Sapeaçu";17339
"292970 Sátiro Dias";17118
"292975 Saubara";11712
"292980 Saúde";12758
"292990 Seabra";43328
"293000 Sebastião Laranjeiras";11016
"293010 Senhor do Bonfim";76834
"293020 Sento Sé";39057
"293015 Serra do Ramalho";31773
"293030 Serra Dourada";17724
"293040 Serra Preta";15824
"293050 Serrinha";78579
"293060 Serrolândia";13141
"293070 Simões Filho";126880
"293075 Sítio do Mato";12765
"293076 Sítio do Quinto";11506
"293077 Sobradinho";22961
"293080 Souto Soares";16601
"293090 Tabocas do Brejo Velho";12520
"293100 Tanhaçu";20464
"293105 Tanque Novo";16951
"293110 Tanquinho";7869
"293120 Taperoá";20127
"293130 Tapiramutá";17199
"293135 Teixeira de Freitas";150081
"293140 Teodoro Sampaio";7774
"293150 Teofilândia";22320
"293160 Teolândia";14523
"293170 Terra Nova";13077
"293180 Tremedal";17488
"293190 Tucano";50090
"293200 Uauá";24916
"293210 Ubaíra";19986
"293220 Ubaitaba";20175
"293230 Ubatã";25813
"293240 Uibaí";13870
"293245 Umburanas";18261
"293250 Una";21457
"293260 Urandi";16622
"293270 Uruçuca";21086
"293280 Utinga";18769
"293290 Valença";92971
"293300 Valente";26729
"293305 Várzea da Roça";14017
"293310 Várzea do Poço";8962
"293315 Várzea Nova";13080
"293317 Varzedo";9126
"293320 Vera Cruz";40590
"293325 Vereda";6476
"293330 Vitória da Conquista";324357
"293340 Wagner";9353
"293345 Wanderley";12548
"293350 Wenceslau Guimarães";21753
"293360 Xique-Xique";46268
"310010 Abadia dos Dourados";6901
"310020 Abaeté";23166
"310030 Abre Campo";13510
"310040 Acaiaca";3993
"310050 Açucena";10012
"310060 Água Boa";14863
"310070 Água Comprida";2033
"310080 Aguanil";4291
"310090 Águas Formosas";18996
"310100 Águas Vermelhas";13221
"310110 Aimorés";25304
"310120 Aiuruoca";6151
"310130 Alagoa";2720
"310140 Albertina";2985
"310150 Além Paraíba";35154
"310160 Alfenas";77344
"310163 Alfredo Vasconcelos";6515
"310170 Almenara";40584
"310180 Alpercata";7359
"310190 Alpinópolis";19294
"310200 Alterosa";14195
"310205 Alto Caparaó";5600
"315350 Alto Jequitibá";8401
"310210 Alto Rio Doce";11753
"310220 Alvarenga";4245
"310230 Alvinópolis";15387
"310240 Alvorada de Minas";3609
"310250 Amparo do Serra";4904
"310260 Andradas";39376
"310280 Andrelândia";12318
"310285 Angelândia";8318
"310290 Antônio Carlos";11376
"310300 Antônio Dias";9548
"310310 Antônio Prado de Minas";1655
"310320 Araçaí";2313
"310330 Aracitaba";2081
"310340 Araçuaí";36690
"310350 Araguari";114298
"310360 Arantina";2839
"310370 Araponga";8364
"310375 Araporã";6535
"310380 Arapuá";2830
"310390 Araújos";8595
"310400 Araxá";100323
"310410 Arceburgo";10179
"310420 Arcos";38553
"310430 Areado";14478
"310440 Argirita";2851
"310445 Aricanduva";5028
"310450 Arinos";17942
"310460 Astolfo Dutra";13694
"310470 Ataléia";13878
"310480 Augusto de Lima";4968
"310490 Baependi";18873
"310500 Baldim";7953
"310510 Bambuí";23460
"310520 Bandeira";4950
"310530 Bandeira do Sul";5577
"310540 Barão de Cocais";30455
"310550 Barão de Monte Alto";5630
"310560 Barbacena";132567
"310570 Barra Longa";5744
"310590 Barroso";20346
"310600 Bela Vista de Minas";10219
"310610 Belmiro Braga";3449
"310620 Belo Horizonte";2461489
"310630 Belo Oriente";25134
"310640 Belo Vale";7693
"310650 Berilo";12256
"310665 Berizal";4580
"310660 Bertópolis";4592
"310670 Betim";410328
"310680 Bias Fortes";3643
"310690 Bicas";14172
"310700 Biquinhas";2604
"310710 Boa Esperança";39635
"310720 Bocaina de Minas";5095
"310730 Bocaiúva";48505
"310740 Bom Despacho";48347
"310750 Bom Jardim de Minas";6553
"310760 Bom Jesus da Penha";4076
"310770 Bom Jesus do Amparo";5815
"310780 Bom Jesus do Galho";15322
"310790 Bom Repouso";10603
"310800 Bom Sucesso";17580
"310810 Bonfim";6909
"310820 Bonfinópolis de Minas";5755
"310825 Bonito de Minas";10495
"310830 Borda da Mata";18333
"310840 Botelhos";15093
"310850 Botumirim";6481
"310870 Brás Pires";4545
"310855 Brasilândia de Minas";15420
"310860 Brasília de Minas";32042
"310880 Braúnas";4976
"310890 Brazópolis";14715
"310900 Brumadinho";37102
"310910 Bueno Brandão";11050
"310920 Buenópolis";10428
"310925 Bugre";3976
"310930 Buritis";23922
"310940 Buritizeiro";27708
"310945 Cabeceira Grande";6744
"310950 Cabo Verde";14076
"310960 Cachoeira da Prata";3667
"310970 Cachoeira de Minas";11378
"310270 Cachoeira de Pajeú";9255
"310980 Cachoeira Dourada";2615
"310990 Caetanópolis";10960
"311000 Caeté";42964
"311010 Caiana";5258
"311020 Cajuri";4060
"311030 Caldas";14155
"311040 Camacho";3071
"311050 Camanducaia";21605
"311060 Cambuí";28147
"311070 Cambuquira";12825
"311080 Campanário";3671
"311090 Campanha";16148
"311100 Campestre";21061
"311110 Campina Verde";19709
"311115 Campo Azul";3782
"311120 Campo Belo";53191
"311130 Campo do Meio";11672
"311140 Campo Florido";7521
"311150 Campos Altos";14919
"311160 Campos Gerais";28410
"311190 Cana Verde";5652
"311170 Canaã";4645
"311180 Canápolis";11875
"311200 Candeias";14873
"311205 Cantagalo";4387
"311210 Caparaó";5365
"311220 Capela Nova";4756
"311230 Capelinha";36328
"311240 Capetinga";7083
"311250 Capim Branco";9367
"311260 Capinópolis";15845
"311265 Capitão Andrade";5222
"311270 Capitão Enéas";14816
"311280 Capitólio";8469
"311290 Caputira";9242
"311300 Caraí";23178
"311310 Caranaíba";3273
"311320 Carandaí";24605
"311330 Carangola";32939
"311340 Caratinga";89180
"311350 Carbonita";9356
"311360 Careaçu";6570
"311370 Carlos Chagas";19710
"311380 Carmésia";2555
"311390 Carmo da Cachoeira";12106
"311400 Carmo da Mata";11286
"311410 Carmo de Minas";14393
"311420 Carmo do Cajuru";21335
"311430 Carmo do Paranaíba";30303
"311440 Carmo do Rio Claro";20994
"311450 Carmópolis de Minas";18268
"311455 Carneirinho";9819
"311460 Carrancas";4033
"311470 Carvalhópolis";3482
"311480 Carvalhos";4566
"311490 Casa Grande";2272
"311500 Cascalho Rico";2985
"311510 Cássia";17735
"311530 Cataguases";72897
"311535 Catas Altas";5136
"311540 Catas Altas da Noruega";3579
"311545 Catuji";6594
"311547 Catuti";5101
"311550 Caxambu";21900
"311560 Cedro do Abaeté";1201
"311570 Central de Minas";6958
"311580 Centralina";10368
"311590 Chácara";2984
"311600 Chalé";5728
"311610 Chapada do Norte";15417
"311615 Chapada Gaúcha";12221
"311620 Chiador";2768
"311630 Cipotânea";6722
"311640 Claraval";4719
"311650 Claro dos Poções";7751
"311660 Cláudio";27324
"311670 Coimbra";7353
"311680 Coluna";9046
"311690 Comendador Gomes";3065
"311700 Comercinho";7758
"311710 Conceição da Aparecida";10133
"311520 Conceição da Barra de Minas";3994
"311730 Conceição das Alagoas";25480
"311720 Conceição das Pedras";2805
"311740 Conceição de Ipanema";4554
"311750 Conceição do Mato Dentro";17932
"311760 Conceição do Pará";5369
"311770 Conceição do Rio Verde";13392
"311780 Conceição dos Ouros";11054
"311783 Cônego Marinho";7401
"311787 Confins";6357
"311790 Congonhal";11247
"311800 Congonhas";51846
"311810 Congonhas do Norte";5041
"311820 Conquista";6779
"311830 Conselheiro Lafaiete";123174
"311840 Conselheiro Pena";22774
"311850 Consolação";1776
"311860 Contagem";636721
"311870 Coqueiral";9323
"311880 Coração de Jesus";26552
"311890 Cordisburgo";8855
"311900 Cordislândia";3516
"311910 Corinto";24070
"311920 Coroaci";10246
"311930 Coromandel";28017
"311940 Coronel Fabriciano";107535
"311950 Coronel Murta";9256
"311960 Coronel Pacheco";3060
"311970 Coronel Xavier Chaves";3395
"311980 Córrego Danta";3345
"311990 Córrego do Bom Jesus";3756
"311995 Córrego Fundo";6096
"312000 Córrego Novo";2996
"312010 Couto de Magalhães de Minas";4340
"312015 Crisólita";6406
"312020 Cristais";12087
"312030 Cristália";5914
"312040 Cristiano Otoni";5122
"312050 Cristina";10327
"312060 Crucilândia";4930
"312070 Cruzeiro da Fortaleza";3558
"312080 Cruzília";15113
"312083 Cuparaque";4865
"312087 Curral de Dentro";7353
"312090 Curvelo";77532
"312100 Datas";5354
"312110 Delfim Moreira";8075
"312120 Delfinópolis";7028
"312125 Delta";9282
"312130 Descoberto";4927
"312140 Desterro de Entre Rios";7182
"312150 Desterro do Melo";2993
"312160 Diamantina";47178
"312170 Diogo de Vasconcelos";3866
"312180 Dionísio";8367
"312190 Divinésia";3383
"312200 Divino";19688
"312210 Divino das Laranjeiras";5006
"312220 Divinolândia de Minas";7343
"312230 Divinópolis";226622
"312235 Divisa Alegre";6353
"312240 Divisa Nova";5934
"312245 Divisópolis";9994
"312247 Dom Bosco";3790
"312250 Dom Cavati";5199
"312260 Dom Joaquim";4549
"312270 Dom Silvério";5267
"312280 Dom Viçoso";3027
"312290 Dona Eusébia";6321
"312300 Dores de Campos";9781
"312310 Dores de Guanhães";5251
"312320 Dores do Indaiá";13781
"312330 Dores do Turvo";4414
"312340 Doresópolis";1494
"312350 Douradoquara";1890
"312352 Durandé";7687
"312360 Elói Mendes";26772
"312370 Engenheiro Caldas";10772
"312380 Engenheiro Navarro";7248
"312385 Entre Folhas";5333
"312390 Entre Rios de Minas";14865
"312400 Ervália";18557
"312410 Esmeraldas";65236
"312420 Espera Feliz";24038
"312430 Espinosa";31654
"312440 Espírito Santo do Dourado";4593
"312450 Estiva";11185
"312460 Estrela Dalva";2437
"312470 Estrela do Indaiá";3544
"312480 Estrela do Sul";7763
"312490 Eugenópolis";10980
"312500 Ewbank da Câmara";3864
"312510 Extrema";32355
"312520 Fama";2386
"312530 Faria Lemos";3348
"312540 Felício dos Santos";5016
"312560 Felisburgo";7210
"312570 Felixlândia";14815
"312580 Fernandes Tourinho";3243
"312590 Ferros";10483
"312595 Fervedouro";10751
"312600 Florestal";7075
"312610 Formiga";66943
"312620 Formoso";8889
"312630 Fortaleza de Minas";4282
"312640 Fortuna de Minas";2843
"312650 Francisco Badaró";10389
"312660 Francisco Dumont";5072
"312670 Francisco Sá";25783
"312675 Franciscópolis";5672
"312680 Frei Gaspar";5938
"312690 Frei Inocêncio";9324
"312695 Frei Lagonegro";3430
"312700 Fronteira";16030
"312705 Fronteira dos Vales";4685
"312707 Fruta de Leite";5739
"312710 Frutal";56746
"312720 Funilândia";4119
"312730 Galiléia";6960
"312733 Gameleiras";5176
"312735 Glaucilândia";3077
"312737 Goiabeira";3220
"312738 Goianá";3835
"312740 Gonçalves";4322
"312750 Gonzaga";6088
"312760 Gouveia";11864
"312770 Governador Valadares";273699
"312780 Grão Mogol";15544
"312790 Grupiara";1394
"312800 Guanhães";32966
"312810 Guapé";14181
"312820 Guaraciaba";10372
"312825 Guaraciama";4881
"312830 Guaranésia";19041
"312840 Guarani";8871
"312850 Guarará";3908
"312860 Guarda-Mor";6638
"312870 Guaxupé";51056
"312880 Guidoval";7220
"312890 Guimarânia";7690
"312900 Guiricema";8651
"312910 Gurinhatã";5972
"312920 Heliodora";6381
"312930 Iapu";10783
"312940 Ibertioga";5080
"312950 Ibiá";24352
"312960 Ibiaí";8170
"312965 Ibiracatu";5561
"312970 Ibiraci";13055
"312980 Ibirité";169809
"312990 Ibitiúra de Minas";3464
"313000 Ibituruna";2951
"313005 Icaraí de Minas";11419
"313010 Igarapé";38928
"313020 Igaratinga";10083
"313030 Iguatama";8072
"313040 Ijaci";6232
"313050 Ilicínea";12007
"313055 Imbé de Minas";6706
"313060 Inconfidentes";7169
"313065 Indaiabira";7413
"313070 Indianópolis";6571
"313080 Ingaí";2718
"313090 Inhapim";24467
"313100 Inhaúma";6050
"313110 Inimutaba";7270
"313115 Ipaba";17739
"313120 Ipanema";19121
"313130 Ipatinga";252760
"313140 Ipiaçu";4200
"313150 Ipuiúna";9870
"313160 Iraí de Minas";6768
"313170 Itabira";115558
"313180 Itabirinha";11172
"313190 Itabirito";48830
"313200 Itacambira";5219
"313210 Itacarambi";18095
"313220 Itaguara";12944
"313230 Itaipé";12354
"313240 Itajubá";94392
"313250 Itamarandiba";33662
"313260 Itamarati de Minas";4245
"313270 Itambacuri";23220
"313280 Itambé do Mato Dentro";2214
"313290 Itamogi";10381
"313300 Itamonte";14860
"313310 Itanhandu";14843
"313320 Itanhomi";12144
"313330 Itaobim";21239
"313340 Itapagipe";14515
"313350 Itapecerica";21766
"313360 Itapeva";9260
"313370 Itatiaiuçu";10582
"313375 Itaú de Minas";15624
"313380 Itaúna";89846
"313390 Itaverava";5684
"313400 Itinga";14816
"313410 Itueta";5989
"313420 Ituiutaba";101557
"313430 Itumirim";6148
"313440 Iturama";36988
"313450 Itutinga";3895
"313460 Jaboticatubas";18675
"313470 Jacinto";12343
"313480 Jacuí";7661
"313490 Jacutinga";24459
"313500 Jaguaraçu";3085
"313505 Jaíba";36353
"313507 Jampruca";5271
"313510 Janaúba";69677
"313520 Januária";67155
"313530 Japaraíba";4165
"313535 Japonvar";7910
"313540 Jeceaba";5229
"313545 Jenipapo de Minas";7450
"313550 Jequeri";12767
"313560 Jequitaí";7870
"313570 Jequitibá";5233
"313580 Jequitinhonha";24946
"313590 Jesuânia";4825
"313600 Joaíma";15315
"313610 Joanésia";5092
"313620 João Monlevade";77214
"313630 João Pinheiro";45990
"313640 Joaquim Felício";4525
"313650 Jordânia";10650
"313652 José Gonçalves de Minas";4575
"313655 José Raydan";4701
"313657 Josenópolis";4749
"313665 Juatuba";24566
"313670 Juiz de Fora";545362
"313680 Juramento";4254
"313690 Juruaia";9933
"313695 Juvenília";5773
"313700 Ladainha";17672
"313710 Lagamar";7682
"313720 Lagoa da Prata";49257
"313730 Lagoa dos Patos";4212
"313740 Lagoa Dourada";12721
"313750 Lagoa Formosa";17738
"313753 Lagoa Grande";9128
"313760 Lagoa Santa";58509
"313770 Lajinha";19948
"313780 Lambari";20323
"313790 Lamim";3459
"313800 Laranjal";6687
"313810 Lassance";6562
"313820 Lavras";98389
"313830 Leandro Ferreira";3248
"313835 Leme do Prado";4904
"313840 Leopoldina";52305
"313850 Liberdade";5273
"313860 Lima Duarte";16561
"313862 Limeira do Oeste";7253
"313865 Lontra";9378
"313867 Luisburgo";6311
"313868 Luislândia";6600
"313870 Luminárias";5487
"313880 Luz";17993
"313890 Machacalis";7107
"313900 Machado";40643
"313910 Madre de Deus de Minas";5041
"313920 Malacacheta";18907
"313925 Mamonas";6485
"313930 Manga";19371
"313940 Manhuaçu";85219
"313950 Manhumirim";22199
"313960 Mantena";27625
"313980 Mar de Espanha";12351
"313970 Maravilhas";7605
"313990 Maria da Fé";14303
"314000 Mariana";57722
"314010 Marilac";4214
"314015 Mário Campos";14336
"314020 Maripá de Minas";2900
"314030 Marliéria";4065
"314040 Marmelópolis";2901
"314050 Martinho Campos";13091
"314053 Martins Soares";7811
"314055 Mata Verde";8277
"314060 Materlândia";4579
"314070 Mateus Leme";29605
"317150 Mathias Lobato";3328
"314080 Matias Barbosa";14040
"314085 Matias Cardoso";10606
"314090 Matipó";18393
"314100 Mato Verde";12709
"314110 Matozinhos";36055
"314120 Matutina";3793
"314130 Medeiros";3641
"314140 Medina";21143
"314150 Mendes Pimentel";6447
"314160 Mercês";10641
"314170 Mesquita";5919
"314180 Minas Novas";31417
"314190 Minduri";3903
"314200 Mirabela";13422
"314210 Miradouro";10582
"314220 Miraí";14495
"314225 Miravânia";4749
"314230 Moeda";4841
"314240 Moema";7321
"314250 Monjolos";2320
"314260 Monsenhor Paulo";8483
"314270 Montalvânia";15573
"314280 Monte Alegre de Minas";20499
"314290 Monte Azul";21695
"314300 Monte Belo";13240
"314310 Monte Carmelo";47157
"314315 Monte Formoso";4817
"314320 Monte Santo de Minas";21578
"314340 Monte Sião";22599
"314330 Montes Claros";387248
"314345 Montezuma";7896
"314350 Morada Nova de Minas";8615
"314360 Morro da Garça";2597
"314370 Morro do Pilar";3334
"314380 Munhoz";6216
"314390 Muriaé";105414
"314400 Mutum";27073
"314410 Muzambinho";20698
"314420 Nacip Raydan";3215
"314430 Nanuque";41205
"314435 Naque";6703
"314437 Natalândia";3327
"314440 Natércia";4737
"314450 Nazareno";8331
"314460 Nepomuceno";26462
"314465 Ninheira";10132
"314467 Nova Belém";3523
"314470 Nova Era";17726
"314480 Nova Lima";88130
"314490 Nova Módica";3742
"314500 Nova Ponte";14183
"314505 Nova Porteirinha";7519
"314510 Nova Resende";16142
"314520 Nova Serrana";87630
"313660 Nova União";5688
"314530 Novo Cruzeiro";31309
"314535 Novo Oriente de Minas";10632
"314537 Novorizonte";5166
"314540 Olaria";1892
"314545 Olhos-d'Água";5697
"314550 Olímpio Noronha";2674
"314560 Oliveira";40872
"314570 Oliveira Fortes";2149
"314580 Onça de Pitangui";3128
"314585 Oratórios";4612
"314587 Orizânia";7691
"314590 Ouro Branco";37547
"314600 Ouro Fino";32826
"314610 Ouro Preto";72804
"314620 Ouro Verde de Minas";6039
"314625 Padre Carvalho";6140
"314630 Padre Paraíso";19631
"314655 Pai Pedro";6064
"314640 Paineiras";4611
"314650 Pains";8217
"314660 Paiva";1561
"314670 Palma";6643
"314675 Palmópolis";6352
"314690 Papagaios";14999
"314710 Pará de Minas";89497
"314700 Paracatu";89407
"314720 Paraguaçu";21025
"314730 Paraisópolis";20348
"314740 Paraopeba";23689
"314760 Passa Quatro";16085
"314770 Passa Tempo";8228
"314780 Passa-Vinte";2082
"314750 Passabém";1730
"314790 Passos";111171
"314795 Patis";5814
"314800 Patos de Minas";146643
"314810 Patrocínio";87067
"314820 Patrocínio do Muriaé";5521
"314830 Paula Cândido";9500
"314840 Paulistas";4927
"314850 Pavão";8612
"314860 Peçanha";17561
"314870 Pedra Azul";24298
"314875 Pedra Bonita";6933
"314880 Pedra do Anta";3301
"314890 Pedra do Indaiá";3958
"314900 Pedra Dourada";2355
"314910 Pedralva";11458
"314915 Pedras de Maria da Cruz";11546
"314920 Pedrinópolis";3591
"314930 Pedro Leopoldo";61839
"314940 Pedro Teixeira";1813
"314950 Pequeri";3267
"314960 Pequi";4267
"314970 Perdigão";10182
"314980 Perdizes";15351
"314990 Perdões";20881
"314995 Periquito";7003
"315000 Pescador";4226
"315010 Piau";2827
"315015 Piedade de Caratinga";7844
"315020 Piedade de Ponte Nova";4138
"315030 Piedade do Rio Grande";4660
"315040 Piedade dos Gerais";4842
"315050 Pimenta";8511
"315053 Pingo-d'Água";4701
"315057 Pintópolis";7418
"315060 Piracema";6472
"315070 Pirajuba";5405
"315080 Piranga";17584
"315090 Piranguçu";5385
"315100 Piranguinho";8360
"315110 Pirapetinga";10644
"315120 Pirapora";55295
"315130 Piraúba";10937
"315140 Pitangui";26783
"315150 Piumhi";33480
"315160 Planura";11284
"315170 Poço Fundo";16497
"315180 Poços de Caldas";160769
